employee_id,status,risk_level,attrition_probability,root_cause_status,recommendation,simulated_delta_pp,requires_human_decision,evidence,actionable_features,contextual_features,memory_notes,unresolved_objections,tool_calls
EMP933,APPROVED_FOR_REVIEW,Medium,0.4424,EXPLAINED,Review team environment and working conditions,-14.49,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP1876,APPROVED_FOR_REVIEW,Medium,0.4385,EXPLAINED,Review team environment and working conditions,-14.43,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP426,APPROVED_FOR_REVIEW,Medium,0.4324,EXPLAINED,Review workload and reduce overtime,-34.48,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Work-life balance is 1 vs cohort mean 2.75 (0th percentile, the worst in the cohort), contributing +0.53 to the risk logit.",OverTime_flag | WorkLifeBalance,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Work-life balance is confirmed for only 5% of the cohort reviewed so far — this is specific to this employee.",,6
EMP538,APPROVED_FOR_REVIEW,Medium,0.432,EXPLAINED,Assign an onboarding mentor,-20.19,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",EnvironmentSatisfaction | JobSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,8
EMP201,APPROVED_FOR_REVIEW,Medium,0.4312,EXPLAINED,Review team environment and working conditions,-14.31,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP1916,APPROVED_FOR_REVIEW,Medium,0.43,EXPLAINED,Review team environment and working conditions,-14.29,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1467,APPROVED_FOR_REVIEW,Medium,0.4248,EXPLAINED,Review team environment and working conditions,-14.2,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP923,APPROVED_FOR_REVIEW,Medium,0.4215,EXPLAINED,Assign an onboarding mentor,-19.89,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Commute distance is 18 vs cohort mean 9.1 (81st percentile, worst 19% of the cohort), contributing +0.50 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",RelationshipSatisfaction | StockOptionLevel,JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,9
EMP334,APPROVED_FOR_REVIEW,Medium,0.4169,EXPLAINED,Assign an onboarding mentor,-19.75,True,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Commute distance is 19 vs cohort mean 9.1 (83rd percentile, worst 17% of the cohort), contributing +0.56 to the risk logit.",JobSatisfaction | RelationshipSatisfaction,DistanceFromHome,,,8
EMP934,APPROVED_FOR_REVIEW,Medium,0.4147,EXPLAINED,Review team environment and working conditions,-14.02,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP511,APPROVED_FOR_REVIEW,Medium,0.3987,EXPLAINED,Review team environment and working conditions,-13.73,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP954,APPROVED_FOR_REVIEW,Medium,0.396,EXPLAINED,Review team environment and working conditions,-13.67,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,4
EMP1515,APPROVED_FOR_REVIEW,Medium,0.393,EXPLAINED,Review workload and reduce overtime,-31.76,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | RelationshipSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,9
EMP1692,APPROVED_FOR_REVIEW,Medium,0.3897,EXPLAINED,Assign an onboarding mentor,-18.91,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",RelationshipSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,8
EMP1037,APPROVED_FOR_REVIEW,Medium,0.3891,EXPLAINED,Review team environment and working conditions,-13.53,True,"Commute distance is 29 vs cohort mean 9.1 (98th percentile, worst 2% of the cohort), contributing +1.12 to the risk logit. | Job involvement is 1 vs cohort mean 2.66 (0th percentile, the worst in the cohort), contributing +0.98 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",JobInvolvement | JobSatisfaction | EnvironmentSatisfaction,DistanceFromHome,Job involvement is confirmed for only 6% of the cohort reviewed so far — this is specific to this employee.,,10
EMP144,APPROVED_FOR_REVIEW,Medium,0.3865,EXPLAINED,Review team environment and working conditions,-13.48,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP95,APPROVED_FOR_REVIEW,Medium,0.3852,EXPLAINED,Review compensation and equity package,-12.36,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP2003,APPROVED_FOR_REVIEW,Medium,0.3792,EXPLAINED,Review workload and reduce overtime,-30.77,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",OverTime_flag,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP496,APPROVED_FOR_REVIEW,Medium,0.376,EXPLAINED,Review compensation and equity package,-12.18,True,"Previous employers is 9 vs cohort mean 3.16 (96th percentile, worst 4% of the cohort), contributing +0.42 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,NumCompaniesWorked,"Previous employers is confirmed for only 4% of the cohort reviewed so far — this is specific to this employee. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP1762,APPROVED_FOR_REVIEW,Medium,0.3751,EXPLAINED,Assign an onboarding mentor,-18.42,True,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",JobSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP508,APPROVED_FOR_REVIEW,Medium,0.3735,EXPLAINED,Assign an onboarding mentor,-18.37,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",RelationshipSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1131,APPROVED_FOR_REVIEW,Medium,0.3729,EXPLAINED,Review workload and reduce overtime,-28.08,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP2013,APPROVED_FOR_REVIEW,Medium,0.3708,EXPLAINED,Review team environment and working conditions,-13.15,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP945,APPROVED_FOR_REVIEW,Medium,0.3701,EXPLAINED,Assign an onboarding mentor,-18.25,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Commute distance is 20 vs cohort mean 9.1 (85th percentile, worst 15% of the cohort), contributing +0.61 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",RelationshipSatisfaction,JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP701,APPROVED_FOR_REVIEW,Medium,0.3675,EXPLAINED,Review workload and reduce overtime,-29.93,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP321,APPROVED_FOR_REVIEW,Medium,0.3639,EXPLAINED,Review team environment and working conditions,-12.99,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP366,APPROVED_FOR_REVIEW,Medium,0.3629,EXPLAINED,Review team environment and working conditions,-12.97,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,4
EMP113,APPROVED_FOR_REVIEW,Medium,0.3595,EXPLAINED,Assign an onboarding mentor,-17.88,True,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",JobSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP211,APPROVED_FOR_REVIEW,Medium,0.3588,EXPLAINED,Review team environment and working conditions,-12.88,True,"Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1680,APPROVED_FOR_REVIEW,Medium,0.3545,EXPLAINED,Assign an onboarding mentor,-17.7,True,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",JobSatisfaction | RelationshipSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,10
EMP7,APPROVED_FOR_REVIEW,Medium,0.3519,EXPLAINED,Review team environment and working conditions,-12.72,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Previous employers is 9 vs cohort mean 3.16 (96th percentile, worst 4% of the cohort), contributing +0.42 to the risk logit.",EnvironmentSatisfaction,JobLevel | NumCompaniesWorked,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Previous employers is confirmed for only 4% of the cohort reviewed so far — this is specific to this employee.",,6
EMP353,APPROVED_FOR_REVIEW,Medium,0.3517,EXPLAINED,Review compensation and equity package,-11.69,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP494,APPROVED_FOR_REVIEW,Medium,0.3514,EXPLAINED,Review compensation and equity package,-11.69,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP624,APPROVED_FOR_REVIEW,Medium,0.3513,EXPLAINED,Review team environment and working conditions,-12.7,True,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Commute distance is 18 vs cohort mean 9.1 (81st percentile, worst 19% of the cohort), contributing +0.50 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,BusinessTravel_freq | DistanceFromHome,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,8
EMP2027,APPROVED_FOR_REVIEW,Medium,0.3507,EXPLAINED,Review workload and reduce overtime,-26.63,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Previous employers is 9 vs cohort mean 3.16 (96th percentile, worst 4% of the cohort), contributing +0.42 to the risk logit.",OverTime_flag | EnvironmentSatisfaction,JobLevel | NumCompaniesWorked,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Previous employers is confirmed for only 4% of the cohort reviewed so far — this is specific to this employee.",,8
EMP1006,NO_ACTION,Medium,0.5453,EXPLAINED,,,False,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1542,NO_ACTION,Medium,0.4878,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,3
EMP680,NO_ACTION,Medium,0.4649,EXPLAINED,,,False,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1001,NO_ACTION,Medium,0.4326,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Previous employers is 9 vs cohort mean 3.16 (96th percentile, worst 4% of the cohort), contributing +0.42 to the risk logit.",,JobLevel | NumCompaniesWorked,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Previous employers is confirmed for only 4% of the cohort reviewed so far — this is specific to this employee.",,4
EMP1160,NO_ACTION,Medium,0.3934,EXPLAINED,,,False,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP11,NO_ACTION,Medium,0.3574,EXPLAINED,,,False,"Commute distance is 24 vs cohort mean 9.1 (91st percentile, worst 9% of the cohort), contributing +0.84 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",,DistanceFromHome | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP643,NO_ACTION,Medium,0.3572,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Commute distance is 17 vs cohort mean 9.1 (80th percentile, worst 20% of the cohort), contributing +0.44 to the risk logit.",,JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1992,NO_ACTION,Low,0.3443,EXPLAINED,,,False,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",OverTime_flag,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1839,NO_ACTION,Low,0.3414,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Work-life balance is 1 vs cohort mean 2.75 (0th percentile, the worst in the cohort), contributing +0.53 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",WorkLifeBalance | EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Work-life balance is confirmed for only 5% of the cohort reviewed so far — this is specific to this employee. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1842,NO_ACTION,Low,0.3404,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Commute distance is 18 vs cohort mean 9.1 (81st percentile, worst 19% of the cohort), contributing +0.50 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",JobSatisfaction | StockOptionLevel,JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1056,NO_ACTION,Low,0.3292,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP2012,NO_ACTION,Low,0.3272,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",EnvironmentSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP920,NO_ACTION,Low,0.321,EXPLAINED,,,False,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,3
EMP1865,NO_ACTION,Low,0.3173,EXPLAINED,,,False,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,4
EMP1135,NO_ACTION,Low,0.3118,EXPLAINED,,,False,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Commute distance is 20 vs cohort mean 9.1 (85th percentile, worst 15% of the cohort), contributing +0.61 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",RelationshipSatisfaction,BusinessTravel_freq | JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP775,NO_ACTION,Low,0.3111,EXPLAINED,,,False,"Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",JobSatisfaction | EnvironmentSatisfaction,,,,4
